barcodes,xcoord,ycoord
GRRBRBGGORGBBR,4923.3,3827.8
ORGOOGROORBOGO,4301.5,3020.6
ROGBRBGBOGBBBR,3535.6,4048
GBRBRRRGOBOGBG,2677.6,2947.9
RROGRBBOGGRGGB,2627.5,4590.4
GGGNBBBBGOOGGO,5219.9,3284.3
OBRGGGGRBOOGRG,4281.4,935.08
GGORBBGBOORORO,5262.7,3125.9
RRRGOBRBORGBOO,4890.5,2008.3
RGBOGGORRBOROG,4532.2,4539.6
BBGBNOBORGOBOR,2661.5,1623.6
GOGGRBRBRRBRNR,3964.5,3809.5
RROOBBGGBBBRRR,3417.2,4317.6
GOGBRGBOOOROBR,4624.3,2078.7
RGGGBBROOGBRGR,1672,4670.3
ROOBGOOGGORRBB,2046.5,4469.5
RORGROGOORBRGB,4759.5,3811.8
RGBOBBGRGORBBR,3878.8,2286
OOGGRBRRRROOBG,4035.1,1032.2
RRBRBBGGGRBORR,4066,4052.2
BGOORGOBRROBNO,3193.5,1794.3
GGGNOORBOBOGGB,1663.1,2696.3
BRGOBRRBGBOOOG,2675.2,4763.4
RGNBRBGBOGRBBG,1516.2,1454.4
RORGGROGGROOOR,3306,2127.6
GRGBOGGGBOBBOO,2893.8,4580.4
BBGRBROBRGRGOO,4172.7,4360
BGRGGOOOOORROG,4178.9,3835.2
BBGOBGGROGORRG,5141,3760.3
OBBRRORGRRGBGO,1884.5,3674
OOORORBGRBOGRR,2675.4,4839
GBBROGBBBOGOOR,2051.9,3419.4
GGOBRBBROGRBGR,3572.2,4808.9
GOOBOGOOOROOBR,5138,3119.2
OBBGGBRBBRRGBO,3969.3,2577.7
OGOOGROBGBGBRO,2455.6,3583.4
BOGBOGBBGRGGBO,3257.9,1086
GGGBBOBRORGORR,4221.7,5161.5
RBORBBRBBGOGOG,2622.6,3657
BRGRBGRBOBOGGR,5064.3,2711.2
RBORGOOBRBRBGR,4840.4,3840.4
OBBOORGBBRRROO,3365.6,1352.3
RORRRGROBRGBBG,3527.4,3868.1
BROBRGRBGOGGBO,4438.9,2879.7
ORGOBBBROGRRGB,4908.9,1657.6
BRBGBRBOGBGGGR,1908.2,1826.6
OOGRROBRGOBRRB,3185.1,714.79
GOGGRGROOOGGOO,4215.4,2336.6
GOGBOOOROBOGRG,5046.3,1602.9
OGGGRBOGROOGGR,2445,3132.8
BORRGBBOBGRBOB,4441.6,4372.3
ROBGBRRRORRRRO,2914.1,2628.9
GRBBBBBRGORROR,2429.9,4488.2
OOBGRBROORBORG,3360.6,2801.3
OBGBOROGGRRBOO,4085,1852.4
RBBGRBGGRGOGBG,4324.2,1595.8
GOBGBRRRBBBBGB,2389.3,4500.1
BBGGGGRBORRRRB,2935,2955.8
RBOGROBRGOGBGB,2777.5,1174.4
BOOGORBGGORRRB,3286.1,2992.4
GGOOOBGBOGGROG,3606.2,1632
RBRGRRBOGRRBBR,2702.3,2450.7
BOBRRRORRGGRRR,3532.2,4028.3
OOBOBRRGBBBOOR,2340.5,4149
OGBBOBORGGBRRG,4340.1,1337.6
RGRRBROROBRRRB,4914.3,2714
RGOORGGBGRBOGB,3797.2,3858.9
ROOOBGGOBOOROO,2950.5,1096.2
BRRBGGBBBGOGOG,4719.4,1707.6
BROGORRRROBGGG,3043.8,4034.1
BRBBORGBORGBGO,2102.2,1322.2
RGRGGOORRRGBRG,4286.2,4383.5
BBBOBGGBBROBOR,2886.8,4760.8
BRBOBOGGRRRRBB,3068,4268.7
BBGBRRGROBRBRR,4564.9,1129
GGGBRGGORBRBBG,3365.7,2669.8
OOBBBBOBBOGGBB,1605.8,4095.2
ROBOGRGBBGGGOR,3932.8,1239.7
RRROGBGGBBRBRR,2578.2,3066.2
RRBBGRBRROOBGB,2384.1,2257.2
RGRRROOOOORRBR,4551.2,3017.9
OGORBOGGRGROOB,4434.4,2121.5
BRORBGRGBOGBOR,4804.6,4411.3
OGBBBGRBRRRGOG,1611.4,1863.8
RGRBOBGOOOOROB,3879,4258.1
RRGGGOGOBORROB,2672.1,1652.3
BOGBRGGOOOOBRO,4317.1,3351.5
GOORGROOORGRBO,4297.5,4260.1
BGRRRGOBGBROBG,3252.7,4170
BBRGGGROGRGROG,4620.1,3372.4
GRGGOBGORGROOB,3998.5,1904.3
OGGGRRGRBBRGBO,3279.7,2979
BBBGBBGGRRORGO,2787.1,3626.4
OBGBBOBBRBOROG,2376.8,3119.2
GBBBRGGRROBBRO,4522.2,4093.3
OBRRBGBGBRBGBG,3043.2,4541.1
GOOGOGORBOBGGB,4210.7,2832.8
BOBRBGGOGRBRBB,4735.5,1308.5
GGGBOBGGRBOROG,3445.2,3268.8
RGORGRRORRGOBO,4654.9,4069.7
RGBRRRGGGOGOOG,3339.8,4778.1
RBORBOGBBGRBOG,2959,5078.4
GORRGROGOOBRRR,4656.7,2478.4
GGRROROGRRORBO,4426.5,2214
GOBNRGRGGGGBGB,4571.8,4328.4
GBRBBRGOBBOBBG,1918.3,3668.8
RGOROBGOGBOOOO,2730.3,3968
RROOGRORRRRORO,3021.3,2213.7
OOGROBGOBGBRBG,3899.1,2557.7
OGOBGGOOOOBBOB,5239,2754.9
RGRRBGROBRBGGG,2604.4,4748.7
BRRRROGOOGBOGB,2433.3,3087.3
BBGOBGOROORRRO,3365.6,4177.7
GOGBRRRGOORROG,4782.4,4277.7
GRGBRGOOBOGOGB,2007.8,3381.5
GGRONOBOORBGOG,2991.5,3958.3
BROGBBOORGOOBO,3205.9,4829.3
BORGGRGGRRRBOB,3168.8,1504.2
RBGOBGBGRORRRR,4025.5,1746.3
OOOBBRBBBOBBOG,4522.4,2738.4
ROBBBGGRROBBBR,2063.1,4916.4
BGOORBGORRBGRG,3973.3,4197.6
BORBRBOOOORGGO,1107.2,3115.1
GORBOOGBOGOOBB,2202.3,2324.1
BGGGGGGGGRROOG,5186.4,2983.6
BRGGORGOBBGGRB,4619.1,1851
OGGGORGGRBBBRR,3335.7,1389.1
GGRRGRORROGGRR,4464.7,1706.9
RGOROGGRBBBBBO,2575.8,3046.8
BBRRNORGOBOROG,3284.8,3789.9
GGROBBGBOGGGGO,3392.8,3248.3
OGOOGBBRGOBGOR,1292.4,4007.4
GROBGBGBBOOBNR,2276.8,3071.9
RORGGBGBRGRROR,2721,4225.1
OOGRRORROORBRR,1989.7,3901.6
ORGRBROOORGRGG,4240.2,1342.2
OBBBRBGRBOGBRO,2395,2083.1
RGGBGOOORBGRBG,2033.5,3772.4
BROBBBRGGOGGOG,3302.7,3022.1
BRGRRRRGRBBGGR,3246.4,4614
GBGOOGBOOORGOG,5463.9,2306
GGOORBGGBRBBBO,2500.4,2368.6
GBGGRBBRRRROOO,2879,3517.7
OBRRBGBGRRGOOG,4979.8,2861.3
BRRBGRRGORRORO,4415,3214.3
ROGBBGGRBBROOR,2485.4,4660.4
BBGRBGBGRRRROG,2568,2213.6
OBORGRBOOOBGBR,4538.1,1208.2
OGBGOROBGBBRRB,4389.5,3695.7
OBGOBBOGBBGBOB,2933.6,3658.9
OBGBROOGGOROBO,2698.4,3336.6
BRBGBRROGRBRBR,3987.6,3969.2
GBBOBORBGBOOGG,3011.6,3818.6
BORBOBRBOGBOBO,1839.7,1262.1
GOOGBGGBBGRGGR,3655.5,4742.6
RBBOBGRRBRRBRR,2894.8,4205.9
OGGNOOBOGBOOGG,4557.1,1662.1
OOBRBOORRBBBBB,3627.8,1302.9
GBRBOGROGOGBOO,2053.7,3808.4
BRORGGBGROROGG,5448.6,3186.1
ORBBOGBRRROOBO,4820,3937.6
RRBBGBGBROGGRB,4415.5,1567
BOBOGGOGRRBRGR,1137.8,1871.9
RORBBBBGRRBOGG,2979.4,2089.3
BRORROGBBROOBG,4701.2,2749.3
ORROORRRGOROBB,4355.3,1040
RGBOGBRRBROOBO,3380.3,1724.2
GGGROBGORRROGR,4130.1,3234.9
OOBBORGGGBORGG,2775.8,2592.2
GOGGBGBROOORBG,4573.8,3356.3
OBGRBBGBRGBROO,3103.3,511.09
GGRORRGRORBORG,4059.5,3882
OGRORGOORBGBOB,5282.7,2523.1
GBGRGROBORGBRR,3845.5,1528.3
OOBOORBBORGGBR,2378,3105
GBRGGBBBBRRBNB,5187.4,1644.9
GORRRBOBRRROBB,2295.1,2396.1
OGORBRORBOGRRR,4728.6,3429.1
RGRROBGGRROGRB,2781.4,2551.6
GRBOGRRGBBGBOG,3704.6,3619.5
RBGGBGBGROOGGO,4573.3,2196.8
OORROBRGOORBGG,2841.5,2936.3
RORRRGOROGOOOG,4237.6,3854.2
ROGRGRRBOOROOR,4296.4,3512.9
OBOBGGROOROOOB,5556.2,3770.6
BROOGGRRBOGORO,3636.4,3736
BORBBRRORBOOBO,5051.3,1629.5
RBOGOBBRBOGGBG,4088.9,2304.4
BBRGROROGBBRRO,3635,1681.2
GOBBGBOOGROGGB,2947.2,3041.6
RGBOBBGOBGRROG,911.74,2421.2
GBGBORGGOBRGBO,2663.4,4588.4
OROONBOOOOGGRB,2778.6,4935.3
GOOOGGGBRGROBB,1818.1,3048.5
GRROOOOGOROGGO,1980.5,3633.1
BBOBBRGGRBBBGR,3504.7,1946.2
RBGBRBRROROBRO,3439.2,2434.1
BRRGBGGRGGBBBG,4623,2212.3
RGRRORBGRGOROG,4569.6,3134.6
GOGOGBOGBOROOG,3258.6,4273.5
ROGBBBBBBRBOGO,4076.1,4161.4
GOGGOGGOGGOOOG,4963,3507.6
OOBOOGGOGOORBO,3479.9,4247.6
GBBRGGGROGGGGG,3028,1498.6
BBBBGORGOGGOGR,3416.5,2762.4
RBBGBBGRGRGGGG,5051.5,1802.3
GOGGOBRBOBBGRR,4490.7,5138.1
BBBGNBOBOOORBG,4365.7,2006.8
RBGBOGOBOBBORO,3739.6,3710.2
RGBGRGRGRRGBOO,3842.4,1099.9
GOOOGRRGGGBGBR,4694.6,3874.2
OROBOGOGOOOOBB,2552.1,4440.4
GORGBOOOBRRBRB,2600.4,4087
GBGBOBBGRGRRBO,1977.3,3453.9
OGORBBOOBOGOOB,3901.7,1524.9
GORBGOBBRBGBOO,2982.8,1319.1
OBOOORBGRRGGRR,3559.6,1054.4
BBOGRBOROORBRB,2484.6,2407.8
OOGBBGBBBROOGR,3898.8,3056.9
BRBOGBGBORGBBB,5341.7,2213.5
OROOBBRRORRGRO,4941.5,2573.9
BORRBBOBGGOBRR,1841.8,4255
BRRGBRBBRRGRRG,3786.3,3179.7
BBORBRBGGOROGG,3603.8,2964.8
RRROBROROGBORR,4796.8,1963.8
BROOBBGOGBOOBO,4584,4317.6
ROOGBOOORBGGBO,5271,1827.8
BRGRRGRBOGGBOG,3187.8,5109.8
RRGROGBGORROGO,3967.3,4155.5
BRORBGBBOBOGBB,5187.4,2679
RBRRGBOOOOROBO,4316.1,3593.8
ROOGBBRRRRBGBB,1124.5,1994.2
RGGRBGBGGRGRGO,2984.4,2594.1
OBOOROOGBGBROO,4077.9,1301.5
BBOBRORGBOOGGO,5014.5,1783.4
GGBBOBBORBGORO,2276,4360.3
OGGOORROORBOBB,2384.8,4769.5
BGGBRGGGRORGBB,3009.1,4029.9
OGGOOBROBBBOGO,3420.7,2887.2
BOGGRROBBRBOGG,2655.4,3584.5
BBGBRRGRRGRBRO,2877.9,1233.6
OBRORBGOOGBGGB,4692.5,1709.7
ORRGROOOROGRBB,4504.5,3486.7
ROROBORBORBOGR,2691.9,4878
OBBRBBGOROORRG,4788.2,1715.4
RBRBOGBOBOOOBG,2269,3642.3
BBBBGBBBGGRGGO,4630.6,4333.4
RRGOBGRGGRBBBR,4413.7,3335
OBOOOOGRROGGBB,1479.8,1468.3
RGBROGBOOOBGBO,4785.3,1472.9
BOGROGRGGGOOGG,2351.5,3644.2
RBGBRRGORRROBO,4330.5,4411.3
BBGBOOOBOBRORG,2835,3089.2
BGOGRRBGRGBBBB,2649.5,2487.5
ORGROBRGOBBOGB,4087.5,3354.8
RRGBBOORRRRRRR,3702.7,3720.5
BOORBGBOGOGGGB,2841.2,1088.9
BBGOGBGGBGBBOB,1994.9,3012.3
RBROGOGGRRGBGR,2307.5,3082.8
GBOBBGOBOORRRB,4253.4,2978.8
OOGGOGBRRBBBBB,2503.8,5728.6
GOORGGRGGRGORO,2203.9,3275.2
ROGGRGBOBRGBBO,4797.3,2246.2
BBGRRBGGRBRGGR,4415.4,3812.1
ORBBBRRBRGOBGG,5114,3749.7
ROORGORROOBORR,4094,1172.9
RBORBGBGOORBBB,2873.3,3890.8
OOGOGGOGBGRROB,2148.8,1538.2
RGRBNOOBRGGOBB,2476.7,2762.5
BGBORORBGBROOB,3785.7,3887.2
ORGGBBOROROBRB,4608.4,2029.1
OOROGOROGOBOOO,4021.8,3879.5
GBBOGGGBBRBGNR,2960.6,4111
GOGROBOGBGBBGB,2169.3,4431.7
ORRRBRBGOOGRGB,4718.9,4130.9
OOBOOOOBRBRRBR,3530.5,3850.9
OGRGROOBOOROBG,5489.8,3424.4
OOBBBGBOOOBOGO,1582.4,2182.9
OGRGOBGRRROGRO,2946.5,4260.3
GGOOGBBBOGRBGR,3495.6,1865.2
ROBRBGGROOGORO,2246.2,5233.3
OOGGBGBGBGRGOB,1332.2,4370.3
GOGGBGBGRGOBGG,4688,2630.1
OROGOBOOORBOGG,3175,2210.6
BROBBROOGBORGG,5182.9,1744.8
BGOGGGBBORRBRO,3914.8,3773.1
ROOBOOGBGGROBB,1416.2,1559.3
RGOGORBGRRRRBO,3638.8,5222.9
BGGBBRGRORBBBB,3047.5,2219.1
GGGOOGOOGROGRO,5327.4,2286.2
OGRGBBOBRROOGR,2021.4,2560.1
GGBGRGBGROGRBB,1845.9,2226
OGBROGGOGOOOGB,2280.8,2870.5
RGBBOGORORRRRG,1505.8,4815.6
RRBBOOOGROOBOB,3090.3,2386
BROBBBBBORBOBG,4592.6,3596.8
RGBGORGOOGOGGB,4909.9,1523.3
GGGRGGGRGGGBOO,4484.9,2929.6
GBRGORGOBRROOR,2579.9,1782.8
OBBBBBBGBORGBO,4122.5,861.67
GOOOGOGBOBRRRO,4018.1,4227.7
BGRGORGGBGGOGB,4425.3,2329
RROGGGBORBGBOR,3847.2,4186.4
RGGGBBROOROOBR,3866.7,3690
RROOGRGRBGOBRB,2814.7,5182
RRRONROBGRBOGO,4194,2406.7
BGROOGRBGROBGO,5540.1,3002.1
BOBBRBGBRROOGO,4494.7,4214.4
OGRORGOOGRBGBO,4370.4,3281.8
ROGGGBGGGROROG,3584.9,4231.4
ROGRRBGGBBROOB,3097.7,3742.9
OOBBNORRGBRBBB,1467.7,1788.9
OGRRROBOGGBORG,4118.2,1201.4
ORBBOROROROBGO,3268.9,2267.4
OBBRRGBRBBORRO,4567,3403.3
RBOGORGGOOOOBB,2762,4646.4
GOBONOBGRBOGBB,3454,4409.5
BRORBGOROOOOGR,4453.1,2797.1
BGRGOOBBRBGOBO,1703.6,1611.6
OOOBOGRBOGROGB,2668.3,754.71
BGBRGGGGBRRBBG,2611.9,3069.9
GOORGBGBOGGOGO,2098.5,3444.9
RBROBBGBOOROBO,4098.1,4436.6
BRGGRBGOBOOBGG,5148.8,2976.8
BOOBBBGGROGOBR,3238.5,5040.6
BGROGRRBGBGBBO,4450.1,4936
RGOOGGBRRRGBRO,4285.8,4628.1
RBGRBOGBOBROBR,3827.2,4281.1
RGRBNOOOORGBGB,2103.7,3273.2
GROORRROGOBRBG,5641.2,2566.8
OGOBBOGROBRBRB,3475.8,3845.9
GOOOBGBOGRRBGR,2843.4,2970.9
RGRRGRGBOGGBGG,4436.6,2742.7
RORBGOBOOROGOR,5245.1,3888.9
GOBBGBGGGBRGRO,5072.7,3825.7
ORGBGRRGROBOGR,2044.7,473.24
RGGRBBOBOORBGR,4506.3,4048.5
OOBBOGBOGBOROG,4975.5,3727.7
GRGBRRGGRBRBGR,1234.2,2098.6
GOBNBGGRBOGOOG,1691.2,1703.6
RBRORGBOORBOBR,2546,3874.4
OGBBGROROGBORO,2624.4,1749.2
RRGGBOGRGOOBRO,5125,4056
OROGOGGOBORGBB,5114.8,2087.9
GBROORRROOBGRR,4890.9,1743.3
RBROGRGRRROORG,4925.8,2724.3
OOBOBOGBORGGBB,3220.1,4283.5
OGRBRRGGBGRGGO,3451.3,2915
RBOOGGBOOOORBB,2426.8,1057.8
RROOOBGOOGRBBG,2734.6,4064
RGBOGGORRBOROB,4531.3,4535
BRORGRROGOGGBB,3191.4,1875.6
OOBBRBBGGRORBG,4185.3,1603
RBGGOOOBGGGOGB,2910.3,5129.8
GOGRBRBOGBOGGO,2610.1,4038.3
RRBRRBBBGGGOBG,1795.7,3471.1
GOROBGOOBBROOR,3700.4,3159
ROGGBGGBGRORRG,3956.8,1479.3
BOGBOBROBROOOR,4595.4,1446.7
GBOORROORBRGOR,2740.2,1829.5
GGGRORBORGROOG,2354.7,2174
OORRRGOGRRBGGR,1356.4,1716.6
GORBBBOOGBGRGG,2931.1,4175.7
GGOOGGOOOOGORR,942.66,3676.5
OBBOGRGBBBORRG,3010.8,782.41
BRRGOGBRBGROGR,3223.6,4299.5
OROGBGGBGGBRBG,2397.6,5033
GOROGGRBBRRROB,2595.9,3041.4
OBOBBORRBBRBOB,5285.2,1984.6
BBGRBORBOOORBB,3639.6,1034.9
OOBOOGOGRBBRBG,1625.8,2145.6
ROBBRRORRORORG,4334.1,5199.3
GGBGBGOOGRRRGO,1721.6,4661.5
RBRRGGBBRBGROR,4960.5,3620.1
OOGRGOBBOORBBO,4159.3,2497.9
GBGGBBOBORGGBR,1780.7,4054.2
OGGRORRBOBGRGR,2048.9,3446.6
GBOGBORGRBRBBR,3938.4,1373.9
OGGBORBGGRBGGR,4796.3,1947.9
OROOOROBGBOOOB,5349.8,2488.5
ORRROGRBORGBRR,3109.8,4864.5
RGBOBRGRRGGBRG,3030.6,1911.2
RGROBGRBOGRBGG,1168.5,3808
RORRGBOBBOBBBB,2400.2,3515.3
RORRRGROGBRRBR,2528.4,2699.6
ORGGOBRGGRROOG,4399.4,3030.3
RORROOGRGRGBRR,3213.6,2904.3
RRGGORGGBGGOGO,4835,1964
GBBOBGOBOGOGGB,1392.7,4587.3
ROBRBRBORRRRRB,4679.9,1340.8
RBGBBOBORORGRB,3660.1,1165
GGOOBBOOROBBGG,2973.3,2983.3
BRRGOROBGGGRRB,1357.2,1094
GBGBBRBBOGBOGB,3495.8,5288.3
RBGGRRBORBGBGR,4783.4,3082.4
OGRBRBGBRROGGB,1677.4,1855.5
GOGOBGOOGBRBBG,4423.7,2503.5
BBOROBORRGBGRB,4610.1,3611.6
GROBGGOOROBGOB,4871.1,3600
RORRBBBRBBBORG,1316.3,3607
GGBGBRGGOOBOGG,4163.2,3282.5
GGGRGBBGBBRRRR,4055.6,1964.8
GRBOGGBBOOORGB,3691.6,1200.9
BBGORBGBRBRGBG,3211.9,5011.7
RBRGGBGRORBBRR,3136.1,2952.9
GRGGGOBRRRROOG,4771.1,1443.5
BRRRROBBROBRBB,1513.7,4576
GBROOGBOGGBBBB,3977,1056.9
GGGBGBOBBBRRRB,2955.1,1558.5
RBOOORGBROGROO,3165.1,4598.1
RBOBRRGGBOGGRG,2890.8,5410.8
GRGBBGRGGRBBBR,4326.1,3680.3
GBGBBBOOBOOBRR,4834.9,1611.7
BOOOBBBBOOBOOR,1919.2,2183.3
RRBBBBOGRRGOOR,2830.8,1599
RROROBGGOBGOBG,3697.9,780.56
ORGGRBOGOBRBBO,3282.4,1792.7
GOORGGBBOGGGGG,3912.3,4505.1
ROGOGBOBOGGGRO,2323.6,3254.8
RGRORBGOGORGOG,3846.8,3221.2
RGOOBBGGRBBNBO,3304.8,1774.3
GOOBBBGOBORGBR,3295.3,2983.6
BBBOBRBBOBOBOG,3623.5,1635.2
GOGRRBRRGOROOO,1793.3,5043.9
RBROBRGOBRGBRR,4955.5,2519.1
GGGBOBBBORGBGB,3755.3,1940.6
BGOGGBGORBGGGO,3532,3600.6
GOBBBBGBRRGOBO,2193.6,5067.4
GRBGORBGBGBROO,3337.2,4606.3
ORRGOGBGRRBROG,3886.1,4066.5
BBGBBBBOOOGOBR,4789.2,2822.8
ROOGBROOBBRBBB,2348.9,1728.8
GBBBGGRBOBRRRB,3304.4,3915
OBGBOOGOORBORO,4290.9,3205.2
BOBRGGBBOORROR,4183.5,3238.7
BBORGBOGOBBOBG,4374.5,3623.4
RGBOOORGOBRBRR,3445.6,5581.3
BGGBGBRORRRRRB,4948.8,4570.1
BOBGRGRBBGGBOG,4197,3029.9
OROOBGORBBROGO,3037.9,5054.5
OGRRGOGGBBGRGR,2717.5,3012.1
GBRBBBBOOBRRRO,3348,4152.8
GRGOORBBRRRGOR,2346,1713.8
OGGOBGBGGORBBG,4627.7,3205.3
BRRORGOOBOOBGB,1318.4,1387.6
BRBBGBGGBORBOB,3389.7,4806.2
OGBGORGOGBBOBR,4859.4,1840.6
GRGORGGOORORRG,2429.6,3639.7
RROOGBGGBROGRG,2824.9,3868.2
OOBBORBRBBBBBO,3027.3,4216
BRBONBRBROOOBO,4329.6,3622.4
ROOROGRROOORRR,4450.2,2839.2
RGBOORRGGGGBRR,4132.6,1452.1
RBOROOGROBBORR,3528,4821.3
GBBNBGGOBRRROB,3190.4,1369.9
GBOORRGGGRBOGO,4057.4,4039.7
GGGOBGROBOROOR,3076.7,669.43
BGOOBBBOGOROOO,3534.7,1338.2
OOGBOBRGRGBOGB,3402,2058.9
BOGGGRGGBGBBBR,4189.3,1858.9
OBRROOGBBROROG,1084.9,3262
OGRBBBGOGBBOBB,4717.2,4097.9
GOORBBBGGGBBBB,4936.6,3445.6
ROBBORRGBRRRBB,3161.8,1919.5
OOBRBBORBBORRB,1527.4,1515.3
GGOGOBBOGBOBOR,4703.6,4104.1
GBRRRBBROOBGBG,4919.7,1449.9
ORBOROBROBBOBO,3556.3,4068.6
OBRBRBBBORGRRG,5091.1,4421.3
BGOGBROBORBGGO,2639.6,2500.1
ORRBRBROGRROGB,2442.3,4578.6
GRBOORROOORROG,5564.1,3137.6
BOORGRRORBOBOB,3147.8,3795.9
GRGRBOBRBBBOBB,4053.1,4666.8
BGBOOOGBOOROBG,3718.5,4296.1
RRGRGOBBBOBOGR,4575.3,3502
BOOOBRGOGBGOBG,5311.3,3476.9
GRRBOGROGROGBR,4201,3340.6
GROBBOGRRRRBGR,2914.9,2645.9
BGGGBRBGGOOGRO,2155.2,1279
BOGRBBGOGBBROB,4736,2824.9
RBOOGGORRBRROB,4046.4,1931.4
OGBOBBBOROBROO,2084.8,2752.1
GGBRRBOBROBGBB,4399.3,3248.7
RBGOOBOBRRRGOG,5068.2,1808.4
RGBGORBOGBBOGR,4022.7,3984.6
RBROORRRBOOGRR,3249.1,1554.4
RROGGRGGROOGBG,4367.5,1597
RRBRGOBGRRGGBO,2230.2,4719.1
RRBGRRGRBBGORG,4878.7,3587.1
BGBGBBGBRRGOOG,3392.3,1098
ORRBRGGRRGOBOB,1728.7,1479.8
BRRRRGBOGORBBO,3783.6,3791.2
OROBGRBRORBGOG,2333.8,3191.7
BGROOROBRROGGG,3888.8,4445.5
GGGBORBGROOBOG,3787.8,4729.6
GRROBOROOGGBOR,4058.9,1721.3
GBBRGGOBGGROGB,3349.1,2424
ROOGBRGOOGRBRR,2238.9,1446.8
ROGGGBGOGGOOBB,4711.1,3336.9
OOOOOGBROBGGOO,4981.3,1949.4
OGGRGGGGGBBRGO,4924.2,4626.2
OOOOBBBOBBROOO,3237.2,4227.1
OBGGGORGBBRGOO,3042.8,4747.3
BOBRBGGBRROOBB,4788.8,4781.6
OGBBBOGOGBBGBB,5434.5,2987.7
OGBGGBBRBOGORG,4387.1,4534.1
RGBRBBRORGROOR,4463.4,2984.7
BRGROBBORRBOOR,4117.5,2855.6
BGRBGORORROBOO,2621.7,2922.9
OORRBGBGBGOROR,4873.4,1750.1
OOGBRBBBRORGGB,4079.7,2877.9
BGBRRGOORBGRRG,1395.5,4509.5
RBBGGGOGRBROBG,2863.5,3922.9
OOBGRROBBRBOOR,4114.8,3409.2
BGOBGGGGGBRGOB,5127.8,1940.6
RGGBBGBBROGBGO,3933.7,4180.5
BOBRBRROOORGOG,2147.8,4632.8
GRRROOGGGRGOGO,4851.8,1858.2
RGRGBBGGOBOBRR,3017.2,4017
BRGBBRRORRRRBB,3262.4,2938.6
GOGBRBGBGROROO,2659.3,4095.9
RRRRGRBOOGRBOR,1114.4,3076.4
BOBOGRRBOOROGG,4818.3,2556.4
RRGBGOGGGOBORR,4712.5,2684.6
ORORBRGGOBOOBO,4613.4,1907.7
GBRBRBBGBOOROG,2053.4,4276.8
GRGORBGBRRRRGB,2776.9,2520.8
OGBROROGBGRRRO,2530.5,4299.8
RGGRBRRBOBRGGB,3356.2,4121.6
RGRBOBBORBGOOB,5091,1801.1
RGGGBGGGRGOGGG,1628.8,2027.6
GGGROOOOGORBBG,3784.4,4770.2
ROOGOBOGOOGRGR,4016,1452.3
GRBGOGROOOBROO,3872.7,1425.5
GOGOBORGRGROOG,2237.4,1966.6
RGBBRGBROORGRR,2582.4,3032.2
RORBGRRBRRRRBG,2798.5,4556.7
OORORBBORGRRGO,1566.9,2183.1
RGRBRBBOROBGBB,2762.7,4461.7
GRBOGORBORGGBR,3354.6,3721.4
BBBBOGOOBOGRRR,5658.1,3697.1
RBBORORGORORGR,3629.1,5335
BOGGGGOBRRORGO,3006.8,4495
BRBBGBGRBRBBBB,3607.6,1942.3
BGGGBBBORBBRRR,2195.2,4483.5
RGBROGBGGROROB,3244.3,1714.9
ROROGBGOGBBRGO,3792.1,4714.2
GRGOOORGRRROGR,3558.8,4249.4
OROOBBBOGBRGBO,4542.6,2471.3
RBOOGROOOGBGBR,3023.8,2949.1
RORBOGGBRGBBRO,4577.2,1253
RGRROGGBROGGGG,4966.8,3689.1
GRGGGBGOOBORBO,4051.5,1422.2
BGROGGOBOORRBG,2920.1,3079.5
GOOBGRBRGOGRRB,3075.6,4720.1
RORBGGBGGOBGGR,4527.9,1125.7
GGGBBBOGOGGBBO,1178.1,4197.2
GGBRBOBOGGOBGR,4111.4,1742.9
RBOBOGORORRBBB,4291.7,1460.5
RRBGBBOOBGBGBB,2832.5,3627.7
GRBBOORGBOBGGR,4418.2,4677.5
ROGBGBRGBORRGR,2109.5,4466.1
GRBRRRRBRRGROR,4283.9,2857
GBBRRRGBOBBRBB,2148.2,3973.3
RGGBOOORRRRGGO,4639.1,2475.7
OROOBRBBBGOGRB,5080.4,2015.7
GGOOBRGGOBGBOR,4949,3508.7
GBRBRGOGGOGGRO,987.96,3909.3
BGGGOBOOORORRR,3219.5,4142
RGOBBOGOOGBGBR,2076.2,5478.2
RGGOOBBOBRRBOG,3333.5,2351.5
OOROBRBRBROBGG,2020.4,1900.9
BBBRGGGGORGROG,2951.3,4845.3
OOOROROORBROBG,4683.4,2693.9
RGBGROGGRRGRGR,3972.6,1804.1
OGRGRBBBRGOGGR,4054.8,3410.8
OOGOGROBROOBBR,1620.7,2565.6
OOGBOROOOBROOO,2377.2,1786.4
OOGOOBGBGBBOBR,3656.7,5229.9
OROOBBGBOGRBBG,3962,1242.7
RBGOGOGOGRROBO,2521.7,2223.2
BGBOBROGOGBRRR,1899,4297.8
BGOGRBOORORBBG,3401.4,4991.1
OGRRGGRBOGOGRG,3379.5,4965.1
BGORBBOBOORBBR,4193.5,2463.3
BBGROGORORRORO,2517.9,4493.5
BGBBOGBOOOGRGO,1738.7,2602.6
BBBOORROGBORGG,4399.4,5169.6
RBRROBOGORROOR,4889.3,1831.8
BGRGGRRORRGOOR,2265.5,5299.7
GBBOGGBRRRGORO,2897.1,2648.1
RGBGRRBOGRBBGB,4655.7,2127.1
OGRROOBGBGBBGR,1382.2,2163.6
ROROOGGGRRGOGO,2957.9,4859.3
GGBOGOGOBRRGGB,2994.4,3747.1
